"x","y","vhi","date"
2595255,1202175,52,"2026-07-08 (latest valid available)"
2595405,1202175,43,"2026-07-08 (latest valid available)"
2595415,1202175,40,"2026-07-08 (latest valid available)"
2595455,1202175,51,"2026-07-08 (latest valid available)"
2595465,1202175,66,"2026-07-08 (latest valid available)"
2595475,1202175,65,"2026-07-08 (latest valid available)"
2595485,1202175,59,"2026-07-08 (latest valid available)"
2595495,1202175,58,"2026-07-08 (latest valid available)"
2595505,1202175,51,"2026-07-08 (latest valid available)"
2595515,1202175,54,"2026-07-08 (latest valid available)"
2595525,1202175,55,"2026-07-08 (latest valid available)"
2595535,1202175,54,"2026-07-08 (latest valid available)"
2595545,1202175,76,"2026-07-08 (latest valid available)"
2595555,1202175,71,"2026-07-08 (latest valid available)"
2595565,1202175,59,"2026-07-08 (latest valid available)"
2595625,1202175,31,"2026-07-08 (latest valid available)"
2595725,1202175,24,"2026-07-08 (latest valid available)"
2595735,1202175,43,"2026-07-08 (latest valid available)"
2595745,1202175,54,"2026-07-08 (latest valid available)"
2595755,1202175,45,"2026-07-08 (latest valid available)"
2595765,1202175,50,"2026-07-08 (latest valid available)"
2595775,1202175,50,"2026-07-08 (latest valid available)"
2595785,1202175,47,"2026-07-08 (latest valid available)"
2595795,1202175,49,"2026-07-08 (latest valid available)"
2595805,1202175,51,"2026-07-08 (latest valid available)"
2595815,1202175,49,"2026-07-08 (latest valid available)"
2595825,1202175,50,"2026-07-08 (latest valid available)"
2595835,1202175,46,"2026-07-08 (latest valid available)"
2595845,1202175,53,"2026-07-08 (latest valid available)"
2595855,1202175,57,"2026-07-08 (latest valid available)"
2595865,1202175,60,"2026-07-08 (latest valid available)"
2595875,1202175,56,"2026-07-08 (latest valid available)"
2595885,1202175,53,"2026-07-08 (latest valid available)"
2595895,1202175,37,"2026-07-08 (latest valid available)"
2595905,1202175,34,"2026-07-08 (latest valid available)"
2595915,1202175,54,"2026-07-08 (latest valid available)"
2595925,1202175,56,"2026-07-08 (latest valid available)"
2595935,1202175,64,"2026-07-08 (latest valid available)"
2595945,1202175,61,"2026-07-08 (latest valid available)"
2595955,1202175,64,"2026-07-08 (latest valid available)"
2596535,1202175,18,"2026-07-08 (latest valid available)"
2596635,1202175,0,"2026-07-08 (latest valid available)"
2596645,1202175,17,"2026-07-08 (latest valid available)"
2596655,1202175,39,"2026-07-08 (latest valid available)"
2596665,1202175,44,"2026-07-08 (latest valid available)"
2596675,1202175,46,"2026-07-08 (latest valid available)"
2596685,1202175,45,"2026-07-08 (latest valid available)"
2596695,1202175,44,"2026-07-08 (latest valid available)"
2596705,1202175,58,"2026-07-08 (latest valid available)"
2596715,1202175,61,"2026-07-08 (latest valid available)"
2596725,1202175,59,"2026-07-08 (latest valid available)"
2596735,1202175,49,"2026-07-08 (latest valid available)"
2596745,1202175,51,"2026-07-08 (latest valid available)"
2596755,1202175,41,"2026-07-08 (latest valid available)"
2596765,1202175,6,"2026-07-08 (latest valid available)"
2596775,1202175,0,"2026-07-08 (latest valid available)"
2596785,1202175,17,"2026-07-08 (latest valid available)"
2596795,1202175,41,"2026-07-08 (latest valid available)"
2596825,1202175,40,"2026-07-08 (latest valid available)"
2596835,1202175,58,"2026-07-08 (latest valid available)"
2596845,1202175,53,"2026-07-08 (latest valid available)"
2596855,1202175,53,"2026-07-08 (latest valid available)"
2596865,1202175,49,"2026-07-08 (latest valid available)"
2596875,1202175,50,"2026-07-08 (latest valid available)"
2596885,1202175,44,"2026-07-08 (latest valid available)"
2596895,1202175,38,"2026-07-08 (latest valid available)"
2596905,1202175,40,"2026-07-08 (latest valid available)"
2596915,1202175,40,"2026-07-08 (latest valid available)"
2596925,1202175,44,"2026-07-08 (latest valid available)"
2596935,1202175,42,"2026-07-08 (latest valid available)"
2596945,1202175,51,"2026-07-08 (latest valid available)"
2596955,1202175,53,"2026-07-08 (latest valid available)"
2596985,1202175,42,"2026-07-08 (latest valid available)"
2596995,1202175,43,"2026-07-08 (latest valid available)"
2597005,1202175,49,"2026-07-08 (latest valid available)"
2597015,1202175,48,"2026-07-08 (latest valid available)"
2597025,1202175,41,"2026-07-08 (latest valid available)"
2597035,1202175,34,"2026-07-08 (latest valid available)"
2597045,1202175,37,"2026-07-08 (latest valid available)"
2597055,1202175,40,"2026-07-08 (latest valid available)"
2597065,1202175,45,"2026-07-08 (latest valid available)"
2597075,1202175,43,"2026-07-08 (latest valid available)"
2597085,1202175,45,"2026-07-08 (latest valid available)"
2597095,1202175,47,"2026-07-08 (latest valid available)"
2597105,1202175,47,"2026-07-08 (latest valid available)"
2597115,1202175,49,"2026-07-08 (latest valid available)"
2597125,1202175,50,"2026-07-08 (latest valid available)"
2597135,1202175,49,"2026-07-08 (latest valid available)"
2597145,1202175,44,"2026-07-08 (latest valid available)"
2597155,1202175,46,"2026-07-08 (latest valid available)"
2597165,1202175,55,"2026-07-08 (latest valid available)"
2597175,1202175,40,"2026-07-08 (latest valid available)"
2597185,1202175,33,"2026-07-08 (latest valid available)"
2597195,1202175,0,"2026-07-08 (latest valid available)"
2597205,1202175,0,"2026-07-08 (latest valid available)"
2597215,1202175,52,"2026-07-08 (latest valid available)"
2597225,1202175,57,"2026-07-08 (latest valid available)"
2597235,1202175,27,"2026-07-08 (latest valid available)"
2597245,1202175,5,"2026-07-08 (latest valid available)"
2597255,1202175,45,"2026-07-08 (latest valid available)"
2597865,1202175,44,"2026-07-08 (latest valid available)"
2597885,1202175,18,"2026-07-08 (latest valid available)"
2597925,1202175,51,"2026-07-08 (latest valid available)"
2598275,1202175,38,"2026-07-08 (latest valid available)"
2598285,1202175,44,"2026-07-08 (latest valid available)"
2598295,1202175,43,"2026-07-08 (latest valid available)"
2598305,1202175,48,"2026-07-08 (latest valid available)"
2598315,1202175,48,"2026-07-08 (latest valid available)"
2598325,1202175,29,"2026-07-08 (latest valid available)"
2598335,1202175,26,"2026-07-08 (latest valid available)"
2598345,1202175,34,"2026-07-08 (latest valid available)"
2598355,1202175,47,"2026-07-08 (latest valid available)"
2598375,1202175,38,"2026-07-08 (latest valid available)"
2598385,1202175,35,"2026-07-08 (latest valid available)"
2598395,1202175,30,"2026-07-08 (latest valid available)"
2598405,1202175,31,"2026-07-08 (latest valid available)"
2598415,1202175,37,"2026-07-08 (latest valid available)"
2598425,1202175,46,"2026-07-08 (latest valid available)"
2598435,1202175,46,"2026-07-08 (latest valid available)"
2598445,1202175,46,"2026-07-08 (latest valid available)"
2598455,1202175,65,"2026-07-08 (latest valid available)"
2598465,1202175,63,"2026-07-08 (latest valid available)"
2598515,1202175,57,"2026-07-08 (latest valid available)"
2598525,1202175,65,"2026-07-08 (latest valid available)"
2598535,1202175,60,"2026-07-08 (latest valid available)"
2598545,1202175,51,"2026-07-08 (latest valid available)"
2598555,1202175,44,"2026-07-08 (latest valid available)"
2598565,1202175,44,"2026-07-08 (latest valid available)"
2598575,1202175,19,"2026-07-08 (latest valid available)"
2598585,1202175,43,"2026-07-08 (latest valid available)"
2598595,1202175,49,"2026-07-08 (latest valid available)"
2598605,1202175,42,"2026-07-08 (latest valid available)"
2598615,1202175,40,"2026-07-08 (latest valid available)"
2598625,1202175,46,"2026-07-08 (latest valid available)"
2598635,1202175,52,"2026-07-08 (latest valid available)"
2598645,1202175,49,"2026-07-08 (latest valid available)"
2598655,1202175,52,"2026-07-08 (latest valid available)"
2598665,1202175,56,"2026-07-08 (latest valid available)"
2598675,1202175,56,"2026-07-08 (latest valid available)"
2598685,1202175,60,"2026-07-08 (latest valid available)"
2598695,1202175,52,"2026-07-08 (latest valid available)"
2598705,1202175,54,"2026-07-08 (latest valid available)"
2598715,1202175,55,"2026-07-08 (latest valid available)"
2598725,1202175,54,"2026-07-08 (latest valid available)"
2598735,1202175,53,"2026-07-08 (latest valid available)"
2598745,1202175,54,"2026-07-08 (latest valid available)"
2598755,1202175,57,"2026-07-08 (latest valid available)"
2598765,1202175,56,"2026-07-08 (latest valid available)"
2598775,1202175,58,"2026-07-08 (latest valid available)"
2598785,1202175,67,"2026-07-08 (latest valid available)"
2598925,1202175,52,"2026-07-08 (latest valid available)"
2598935,1202175,53,"2026-07-08 (latest valid available)"
2598945,1202175,53,"2026-07-08 (latest valid available)"
2598955,1202175,51,"2026-07-08 (latest valid available)"
2598965,1202175,52,"2026-07-08 (latest valid available)"
2598975,1202175,49,"2026-07-08 (latest valid available)"
2598985,1202175,49,"2026-07-08 (latest valid available)"
2598995,1202175,54,"2026-07-08 (latest valid available)"
2599005,1202175,56,"2026-07-08 (latest valid available)"
2599055,1202175,56,"2026-07-08 (latest valid available)"
2599065,1202175,51,"2026-07-08 (latest valid available)"
2599075,1202175,56,"2026-07-08 (latest valid available)"
2599085,1202175,57,"2026-07-08 (latest valid available)"
2599095,1202175,55,"2026-07-08 (latest valid available)"
2599105,1202175,52,"2026-07-08 (latest valid available)"
2599115,1202175,53,"2026-07-08 (latest valid available)"
2599125,1202175,54,"2026-07-08 (latest valid available)"
2599135,1202175,52,"2026-07-08 (latest valid available)"
2599145,1202175,55,"2026-07-08 (latest valid available)"
2599155,1202175,49,"2026-07-08 (latest valid available)"
2599165,1202175,47,"2026-07-08 (latest valid available)"
2599175,1202175,55,"2026-07-08 (latest valid available)"
2599195,1202175,41,"2026-07-08 (latest valid available)"
2599205,1202175,47,"2026-07-08 (latest valid available)"
2599215,1202175,46,"2026-07-08 (latest valid available)"
2599225,1202175,39,"2026-07-08 (latest valid available)"
2599235,1202175,42,"2026-07-08 (latest valid available)"
2599245,1202175,45,"2026-07-08 (latest valid available)"
2599255,1202175,45,"2026-07-08 (latest valid available)"
2599265,1202175,47,"2026-07-08 (latest valid available)"
2599275,1202175,42,"2026-07-08 (latest valid available)"
2599285,1202175,43,"2026-07-08 (latest valid available)"
2599295,1202175,52,"2026-07-08 (latest valid available)"
2599305,1202175,52,"2026-07-08 (latest valid available)"
2599315,1202175,48,"2026-07-08 (latest valid available)"
2599325,1202175,49,"2026-07-08 (latest valid available)"
2599335,1202175,46,"2026-07-08 (latest valid available)"
2599345,1202175,52,"2026-07-08 (latest valid available)"
2599355,1202175,52,"2026-07-08 (latest valid available)"
2599365,1202175,56,"2026-07-08 (latest valid available)"
2599375,1202175,53,"2026-07-08 (latest valid available)"
2599385,1202175,53,"2026-07-08 (latest valid available)"
2599395,1202175,54,"2026-07-08 (latest valid available)"
2599405,1202175,53,"2026-07-08 (latest valid available)"
2599415,1202175,53,"2026-07-08 (latest valid available)"
2599425,1202175,53,"2026-07-08 (latest valid available)"
2599435,1202175,53,"2026-07-08 (latest valid available)"
2599445,1202175,59,"2026-07-08 (latest valid available)"
2599455,1202175,57,"2026-07-08 (latest valid available)"
2599465,1202175,56,"2026-07-08 (latest valid available)"
2599475,1202175,55,"2026-07-08 (latest valid available)"
2599485,1202175,53,"2026-07-08 (latest valid available)"
2599495,1202175,55,"2026-07-08 (latest valid available)"
2599505,1202175,56,"2026-07-08 (latest valid available)"
2600325,1202175,29,"2026-07-08 (latest valid available)"
2600355,1202175,61,"2026-07-08 (latest valid available)"
2600365,1202175,77,"2026-07-08 (latest valid available)"
2600375,1202175,71,"2026-07-08 (latest valid available)"
2600385,1202175,57,"2026-07-08 (latest valid available)"
2600405,1202175,100,"2026-07-08 (latest valid available)"
2600415,1202175,76,"2026-07-08 (latest valid available)"
2600705,1202175,54,"2026-07-08 (latest valid available)"
2600715,1202175,52,"2026-07-08 (latest valid available)"
2600725,1202175,51,"2026-07-08 (latest valid available)"
2600755,1202175,51,"2026-07-08 (latest valid available)"
2600765,1202175,67,"2026-07-08 (latest valid available)"
2601045,1202175,38,"2026-07-08 (latest valid available)"
2601055,1202175,40,"2026-07-08 (latest valid available)"
2601065,1202175,39,"2026-07-08 (latest valid available)"
2601075,1202175,31,"2026-07-08 (latest valid available)"
2601155,1202175,59,"2026-07-08 (latest valid available)"
2601165,1202175,61,"2026-07-08 (latest valid available)"
2601175,1202175,62,"2026-07-08 (latest valid available)"
2601185,1202175,63,"2026-07-08 (latest valid available)"
2601195,1202175,59,"2026-07-08 (latest valid available)"
2601825,1202175,60,"2026-07-08 (latest valid available)"
2601835,1202175,66,"2026-07-08 (latest valid available)"
2601845,1202175,64,"2026-07-08 (latest valid available)"
2601855,1202175,67,"2026-07-08 (latest valid available)"
2601865,1202175,66,"2026-07-08 (latest valid available)"
2601875,1202175,65,"2026-07-08 (latest valid available)"
2601885,1202175,67,"2026-07-08 (latest valid available)"
2601895,1202175,65,"2026-07-08 (latest valid available)"
2601905,1202175,57,"2026-07-08 (latest valid available)"
2601915,1202175,61,"2026-07-08 (latest valid available)"
2601925,1202175,60,"2026-07-08 (latest valid available)"
2601935,1202175,61,"2026-07-08 (latest valid available)"
2601945,1202175,64,"2026-07-08 (latest valid available)"
2601955,1202175,73,"2026-07-08 (latest valid available)"
2601965,1202175,60,"2026-07-08 (latest valid available)"
2601975,1202175,58,"2026-07-08 (latest valid available)"
2601985,1202175,64,"2026-07-08 (latest valid available)"
2601995,1202175,69,"2026-07-08 (latest valid available)"
2602025,1202175,60,"2026-07-08 (latest valid available)"
2602035,1202175,70,"2026-07-08 (latest valid available)"
2602045,1202175,68,"2026-07-08 (latest valid available)"
2602085,1202175,69,"2026-07-08 (latest valid available)"
2602095,1202175,69,"2026-07-08 (latest valid available)"
2602105,1202175,63,"2026-07-08 (latest valid available)"
2602115,1202175,92,"2026-07-08 (latest valid available)"
2602125,1202175,90,"2026-07-08 (latest valid available)"
2602135,1202175,99,"2026-07-08 (latest valid available)"
2602955,1202175,57,"2026-07-08 (latest valid available)"
2602965,1202175,64,"2026-07-08 (latest valid available)"
2602975,1202175,65,"2026-07-08 (latest valid available)"
2602985,1202175,63,"2026-07-08 (latest valid available)"
2602995,1202175,60,"2026-07-08 (latest valid available)"
2603005,1202175,61,"2026-07-08 (latest valid available)"
2603015,1202175,63,"2026-07-08 (latest valid available)"
2603025,1202175,64,"2026-07-08 (latest valid available)"
2603035,1202175,60,"2026-07-08 (latest valid available)"
2603045,1202175,48,"2026-07-08 (latest valid available)"
2603055,1202175,52,"2026-07-08 (latest valid available)"
2603065,1202175,56,"2026-07-08 (latest valid available)"
2603075,1202175,62,"2026-07-08 (latest valid available)"
2603085,1202175,63,"2026-07-08 (latest valid available)"
2603095,1202175,64,"2026-07-08 (latest valid available)"
2603105,1202175,61,"2026-07-08 (latest valid available)"
2603115,1202175,62,"2026-07-08 (latest valid available)"
2603125,1202175,61,"2026-07-08 (latest valid available)"
2603135,1202175,63,"2026-07-08 (latest valid available)"
2603145,1202175,61,"2026-07-08 (latest valid available)"
2603175,1202175,61,"2026-07-08 (latest valid available)"
2603185,1202175,59,"2026-07-08 (latest valid available)"
2603195,1202175,61,"2026-07-08 (latest valid available)"
2603205,1202175,62,"2026-07-08 (latest valid available)"
2603215,1202175,58,"2026-07-08 (latest valid available)"
2603225,1202175,48,"2026-07-08 (latest valid available)"
2603235,1202175,41,"2026-07-08 (latest valid available)"
2603245,1202175,55,"2026-07-08 (latest valid available)"
2603255,1202175,63,"2026-07-08 (latest valid available)"
2603265,1202175,61,"2026-07-08 (latest valid available)"
2603275,1202175,60,"2026-07-08 (latest valid available)"
2603285,1202175,65,"2026-07-08 (latest valid available)"
2603295,1202175,62,"2026-07-08 (latest valid available)"
2603305,1202175,61,"2026-07-08 (latest valid available)"
2603315,1202175,54,"2026-07-08 (latest valid available)"
2603325,1202175,44,"2026-07-08 (latest valid available)"
2603335,1202175,49,"2026-07-08 (latest valid available)"
2603345,1202175,51,"2026-07-08 (latest valid available)"
2603355,1202175,51,"2026-07-08 (latest valid available)"
2603365,1202175,54,"2026-07-08 (latest valid available)"
2603375,1202175,56,"2026-07-08 (latest valid available)"
2603385,1202175,51,"2026-07-08 (latest valid available)"
2603395,1202175,54,"2026-07-08 (latest valid available)"
2603405,1202175,53,"2026-07-08 (latest valid available)"
2603415,1202175,57,"2026-07-08 (latest valid available)"
2603425,1202175,58,"2026-07-08 (latest valid available)"
2603435,1202175,64,"2026-07-08 (latest valid available)"
2603445,1202175,47,"2026-07-08 (latest valid available)"
2604285,1202175,0,"2026-07-08 (latest valid available)"
2604315,1202175,0,"2026-07-08 (latest valid available)"
2604325,1202175,0,"2026-07-08 (latest valid available)"
2604335,1202175,0,"2026-07-08 (latest valid available)"
2604585,1202175,33,"2026-07-08 (latest valid available)"
2604595,1202175,28,"2026-07-08 (latest valid available)"
2604625,1202175,56,"2026-07-08 (latest valid available)"
2594975,1202165,64,"2026-07-08 (latest valid available)"
2594985,1202165,61,"2026-07-08 (latest valid available)"
2594995,1202165,55,"2026-07-08 (latest valid available)"
2595005,1202165,53,"2026-07-08 (latest valid available)"
2595015,1202165,54,"2026-07-08 (latest valid available)"
2595025,1202165,45,"2026-07-08 (latest valid available)"
2595035,1202165,64,"2026-07-08 (latest valid available)"
2595065,1202165,4,"2026-07-08 (latest valid available)"
2595075,1202165,11,"2026-07-08 (latest valid available)"
2595215,1202165,44,"2026-07-08 (latest valid available)"
2595225,1202165,52,"2026-07-08 (latest valid available)"
2595235,1202165,49,"2026-07-08 (latest valid available)"
2595245,1202165,55,"2026-07-08 (latest valid available)"
2595255,1202165,59,"2026-07-08 (latest valid available)"
2595265,1202165,58,"2026-07-08 (latest valid available)"
2595275,1202165,55,"2026-07-08 (latest valid available)"
2595285,1202165,55,"2026-07-08 (latest valid available)"
2595405,1202165,42,"2026-07-08 (latest valid available)"
2595415,1202165,42,"2026-07-08 (latest valid available)"
2595445,1202165,52,"2026-07-08 (latest valid available)"
2595455,1202165,43,"2026-07-08 (latest valid available)"
2595465,1202165,55,"2026-07-08 (latest valid available)"
2595475,1202165,56,"2026-07-08 (latest valid available)"
2595485,1202165,46,"2026-07-08 (latest valid available)"
2595495,1202165,57,"2026-07-08 (latest valid available)"
2595505,1202165,55,"2026-07-08 (latest valid available)"
2595515,1202165,59,"2026-07-08 (latest valid available)"
2595525,1202165,62,"2026-07-08 (latest valid available)"
2595535,1202165,60,"2026-07-08 (latest valid available)"
2595545,1202165,78,"2026-07-08 (latest valid available)"
2595555,1202165,69,"2026-07-08 (latest valid available)"
2595565,1202165,68,"2026-07-08 (latest valid available)"
2595725,1202165,12,"2026-07-08 (latest valid available)"
2595735,1202165,42,"2026-07-08 (latest valid available)"
2595745,1202165,51,"2026-07-08 (latest valid available)"
2595755,1202165,46,"2026-07-08 (latest valid available)"
2595765,1202165,44,"2026-07-08 (latest valid available)"
2595775,1202165,44,"2026-07-08 (latest valid available)"
2595785,1202165,46,"2026-07-08 (latest valid available)"
2595795,1202165,48,"2026-07-08 (latest valid available)"
2595805,1202165,48,"2026-07-08 (latest valid available)"
2595815,1202165,46,"2026-07-08 (latest valid available)"
2595825,1202165,43,"2026-07-08 (latest valid available)"
2595835,1202165,46,"2026-07-08 (latest valid available)"
2595845,1202165,57,"2026-07-08 (latest valid available)"
2595855,1202165,60,"2026-07-08 (latest valid available)"
2595865,1202165,59,"2026-07-08 (latest valid available)"
2595875,1202165,56,"2026-07-08 (latest valid available)"
2595885,1202165,56,"2026-07-08 (latest valid available)"
2595895,1202165,45,"2026-07-08 (latest valid available)"
2595905,1202165,39,"2026-07-08 (latest valid available)"
2595915,1202165,58,"2026-07-08 (latest valid available)"
2595925,1202165,61,"2026-07-08 (latest valid available)"
2595935,1202165,66,"2026-07-08 (latest valid available)"
2595945,1202165,64,"2026-07-08 (latest valid available)"
2595955,1202165,63,"2026-07-08 (latest valid available)"
2596535,1202165,23,"2026-07-08 (latest valid available)"
2596545,1202165,52,"2026-07-08 (latest valid available)"
2596635,1202165,0,"2026-07-08 (latest valid available)"
2596645,1202165,31,"2026-07-08 (latest valid available)"
2596655,1202165,49,"2026-07-08 (latest valid available)"
2596665,1202165,51,"2026-07-08 (latest valid available)"
2596675,1202165,53,"2026-07-08 (latest valid available)"
2596685,1202165,50,"2026-07-08 (latest valid available)"
2596695,1202165,58,"2026-07-08 (latest valid available)"
2596705,1202165,64,"2026-07-08 (latest valid available)"
2596715,1202165,65,"2026-07-08 (latest valid available)"
2596725,1202165,57,"2026-07-08 (latest valid available)"
2596735,1202165,46,"2026-07-08 (latest valid available)"
2596745,1202165,35,"2026-07-08 (latest valid available)"
2596755,1202165,44,"2026-07-08 (latest valid available)"
2596765,1202165,9,"2026-07-08 (latest valid available)"
2596775,1202165,0,"2026-07-08 (latest valid available)"
2596785,1202165,0,"2026-07-08 (latest valid available)"
2596795,1202165,41,"2026-07-08 (latest valid available)"
2596825,1202165,42,"2026-07-08 (latest valid available)"
2596835,1202165,55,"2026-07-08 (latest valid available)"
2596845,1202165,42,"2026-07-08 (latest valid available)"
2596855,1202165,15,"2026-07-08 (latest valid available)"
2596925,1202165,42,"2026-07-08 (latest valid available)"
2596935,1202165,42,"2026-07-08 (latest valid available)"
2596945,1202165,46,"2026-07-08 (latest valid available)"
2596955,1202165,46,"2026-07-08 (latest valid available)"
2596965,1202165,50,"2026-07-08 (latest valid available)"
2596985,1202165,35,"2026-07-08 (latest valid available)"
2596995,1202165,40,"2026-07-08 (latest valid available)"
2597005,1202165,41,"2026-07-08 (latest valid available)"
2597015,1202165,47,"2026-07-08 (latest valid available)"
2597025,1202165,36,"2026-07-08 (latest valid available)"
2597035,1202165,36,"2026-07-08 (latest valid available)"
2597045,1202165,43,"2026-07-08 (latest valid available)"
2597055,1202165,38,"2026-07-08 (latest valid available)"
2597065,1202165,42,"2026-07-08 (latest valid available)"
2597075,1202165,42,"2026-07-08 (latest valid available)"
2597085,1202165,44,"2026-07-08 (latest valid available)"
2597095,1202165,51,"2026-07-08 (latest valid available)"
2597105,1202165,49,"2026-07-08 (latest valid available)"
2597115,1202165,46,"2026-07-08 (latest valid available)"
2597125,1202165,46,"2026-07-08 (latest valid available)"
2597135,1202165,48,"2026-07-08 (latest valid available)"
2597145,1202165,50,"2026-07-08 (latest valid available)"
2597155,1202165,44,"2026-07-08 (latest valid available)"
2597165,1202165,42,"2026-07-08 (latest valid available)"
2597175,1202165,48,"2026-07-08 (latest valid available)"
2597185,1202165,38,"2026-07-08 (latest valid available)"
2597195,1202165,0,"2026-07-08 (latest valid available)"
2597205,1202165,0,"2026-07-08 (latest valid available)"
2597215,1202165,55,"2026-07-08 (latest valid available)"
2597225,1202165,49,"2026-07-08 (latest valid available)"
2597235,1202165,17,"2026-07-08 (latest valid available)"
2597245,1202165,0,"2026-07-08 (latest valid available)"
2597255,1202165,31,"2026-07-08 (latest valid available)"
2597885,1202165,0,"2026-07-08 (latest valid available)"
2597895,1202165,37,"2026-07-08 (latest valid available)"
2597925,1202165,57,"2026-07-08 (latest valid available)"
2597955,1202165,0,"2026-07-08 (latest valid available)"
2598265,1202165,56,"2026-07-08 (latest valid available)"
2598275,1202165,53,"2026-07-08 (latest valid available)"
2598285,1202165,45,"2026-07-08 (latest valid available)"
2598295,1202165,39,"2026-07-08 (latest valid available)"
2598305,1202165,44,"2026-07-08 (latest valid available)"
2598315,1202165,43,"2026-07-08 (latest valid available)"
2598325,1202165,32,"2026-07-08 (latest valid available)"
2598335,1202165,27,"2026-07-08 (latest valid available)"
2598345,1202165,28,"2026-07-08 (latest valid available)"
2598355,1202165,35,"2026-07-08 (latest valid available)"
2598375,1202165,30,"2026-07-08 (latest valid available)"
2598385,1202165,22,"2026-07-08 (latest valid available)"
2598395,1202165,31,"2026-07-08 (latest valid available)"
2598405,1202165,35,"2026-07-08 (latest valid available)"
2598415,1202165,39,"2026-07-08 (latest valid available)"
2598425,1202165,47,"2026-07-08 (latest valid available)"
2598435,1202165,44,"2026-07-08 (latest valid available)"
2598445,1202165,43,"2026-07-08 (latest valid available)"
2598455,1202165,69,"2026-07-08 (latest valid available)"
2598465,1202165,67,"2026-07-08 (latest valid available)"
2598535,1202165,68,"2026-07-08 (latest valid available)"
2598545,1202165,71,"2026-07-08 (latest valid available)"
2598555,1202165,70,"2026-07-08 (latest valid available)"
2598565,1202165,66,"2026-07-08 (latest valid available)"
2598575,1202165,52,"2026-07-08 (latest valid available)"
2598585,1202165,61,"2026-07-08 (latest valid available)"
2598595,1202165,57,"2026-07-08 (latest valid available)"
2598605,1202165,46,"2026-07-08 (latest valid available)"
2598635,1202165,46,"2026-07-08 (latest valid available)"
2598645,1202165,51,"2026-07-08 (latest valid available)"
2598655,1202165,50,"2026-07-08 (latest valid available)"
2598665,1202165,54,"2026-07-08 (latest valid available)"
2598675,1202165,54,"2026-07-08 (latest valid available)"
2598705,1202165,54,"2026-07-08 (latest valid available)"
2598715,1202165,55,"2026-07-08 (latest valid available)"
2598725,1202165,55,"2026-07-08 (latest valid available)"
2598735,1202165,54,"2026-07-08 (latest valid available)"
2598745,1202165,54,"2026-07-08 (latest valid available)"
2598755,1202165,56,"2026-07-08 (latest valid available)"
2598765,1202165,55,"2026-07-08 (latest valid available)"
2598775,1202165,55,"2026-07-08 (latest valid available)"
2598785,1202165,65,"2026-07-08 (latest valid available)"
2598795,1202165,65,"2026-07-08 (latest valid available)"
2598915,1202165,54,"2026-07-08 (latest valid available)"
2598925,1202165,55,"2026-07-08 (latest valid available)"
2598935,1202165,59,"2026-07-08 (latest valid available)"
2598945,1202165,57,"2026-07-08 (latest valid available)"
2598955,1202165,53,"2026-07-08 (latest valid available)"
2598965,1202165,53,"2026-07-08 (latest valid available)"
2598975,1202165,52,"2026-07-08 (latest valid available)"
2599055,1202165,58,"2026-07-08 (latest valid available)"
2599065,1202165,57,"2026-07-08 (latest valid available)"
2599075,1202165,60,"2026-07-08 (latest valid available)"
2599085,1202165,56,"2026-07-08 (latest valid available)"
2599095,1202165,56,"2026-07-08 (latest valid available)"
2599105,1202165,53,"2026-07-08 (latest valid available)"
2599115,1202165,50,"2026-07-08 (latest valid available)"
2599125,1202165,55,"2026-07-08 (latest valid available)"
2599135,1202165,56,"2026-07-08 (latest valid available)"
2599145,1202165,58,"2026-07-08 (latest valid available)"
2599155,1202165,56,"2026-07-08 (latest valid available)"
2599165,1202165,51,"2026-07-08 (latest valid available)"
2599175,1202165,54,"2026-07-08 (latest valid available)"
2599195,1202165,44,"2026-07-08 (latest valid available)"
2599205,1202165,45,"2026-07-08 (latest valid available)"
2599215,1202165,41,"2026-07-08 (latest valid available)"
2599225,1202165,40,"2026-07-08 (latest valid available)"
2599235,1202165,39,"2026-07-08 (latest valid available)"
2599245,1202165,44,"2026-07-08 (latest valid available)"
2599255,1202165,46,"2026-07-08 (latest valid available)"
2599265,1202165,52,"2026-07-08 (latest valid available)"
2599275,1202165,48,"2026-07-08 (latest valid available)"
2599285,1202165,45,"2026-07-08 (latest valid available)"
2599295,1202165,49,"2026-07-08 (latest valid available)"
2599305,1202165,52,"2026-07-08 (latest valid available)"
2599315,1202165,50,"2026-07-08 (latest valid available)"
2599325,1202165,49,"2026-07-08 (latest valid available)"
2599335,1202165,49,"2026-07-08 (latest valid available)"
2599345,1202165,52,"2026-07-08 (latest valid available)"
2599355,1202165,47,"2026-07-08 (latest valid available)"
2599365,1202165,47,"2026-07-08 (latest valid available)"
2599375,1202165,47,"2026-07-08 (latest valid available)"
2599385,1202165,50,"2026-07-08 (latest valid available)"
2599395,1202165,55,"2026-07-08 (latest valid available)"
2599405,1202165,52,"2026-07-08 (latest valid available)"
2599415,1202165,51,"2026-07-08 (latest valid available)"
2599425,1202165,52,"2026-07-08 (latest valid available)"
2599435,1202165,52,"2026-07-08 (latest valid available)"
2599445,1202165,57,"2026-07-08 (latest valid available)"
2599455,1202165,56,"2026-07-08 (latest valid available)"
2599465,1202165,55,"2026-07-08 (latest valid available)"
2599475,1202165,51,"2026-07-08 (latest valid available)"
2599485,1202165,53,"2026-07-08 (latest valid available)"
2599495,1202165,53,"2026-07-08 (latest valid available)"
2599505,1202165,54,"2026-07-08 (latest valid available)"
